Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,9,8,T:System.Web.Http.HttpConfiguration,,,,,public static void Register(HttpConfiguration config)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,T:System.Web.Http.RouteParameter,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,T:System.Web.Http.RouteParameter,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,F:System.Web.Http.RouteParameter.Optional,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,T:System.Web.Http.RouteParameter,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,T:System.Web.Http.HttpRouteCollection,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,P:System.Web.Http.HttpConfiguration.Routes,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,T:System.Web.Http.HttpRouteCollectionExtensions,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,T:System.Web.Http.Routing.IHttpRoute,,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\WebApiConfig.cs,11,12,"M:System.Web.Http.HttpRouteCollectionExtensions.MapHttpRoute(System.Web.Http.HttpRouteCollection,System.String,System.String,System.Object)",,,,,"config.Routes.MapHttpRoute(                  name: ""DefaultApi"",                  routeTemplate: ""api/{controller}/{id}"",                  defaults: new { id = RouteParameter.Optional }              );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\FilterConfig.cs,7,8,T:System.Web.Mvc.GlobalFilterCollection,,,,,public static void RegisterGlobalFilters(GlobalFilterCollection filters)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\FilterConfig.cs,9,12,T:System.Web.Mvc.HandleErrorAttribute,,,,,filters.Add(new HandleErrorAttribute());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\FilterConfig.cs,9,12,M:System.Web.Mvc.HandleErrorAttribute.#ctor,,,,,filters.Add(new HandleErrorAttribute());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\App_Start\FilterConfig.cs,9,12,M:System.Web.Mvc.GlobalFilterCollection.Add(System.Object),,,,,filters.Add(new HandleErrorAttribute());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,20,12,T:System.Web.Routing.RouteTable,,,,,RouteConfig.RegisterRoutes(RouteTable.Routes);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,20,12,T:System.Web.Routing.RouteCollection,,,,,RouteConfig.RegisterRoutes(RouteTable.Routes);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,20,12,P:System.Web.Routing.RouteTable.Routes,,,,,RouteConfig.RegisterRoutes(RouteTable.Routes);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,19,12,T:System.Web.Mvc.GlobalFilters,,,,,FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,19,12,T:System.Web.Mvc.GlobalFilterCollection,,,,,FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,19,12,P:System.Web.Mvc.GlobalFilters.Filters,,,,,FilterConfig.RegisterGlobalFilters(GlobalFilters.Filters);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,18,12,T:System.Web.Http.GlobalConfiguration,,,,,WebApiConfig.Register(GlobalConfiguration.Configuration);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,18,12,T:System.Web.Http.HttpConfiguration,,,,,WebApiConfig.Register(GlobalConfiguration.Configuration);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,18,12,P:System.Web.Http.GlobalConfiguration.Configuration,,,,,WebApiConfig.Register(GlobalConfiguration.Configuration);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,16,12,T:System.Web.Mvc.AreaRegistration,,,,,AreaRegistration.RegisterAllAreas();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,16,12,M:System.Web.Mvc.AreaRegistration.RegisterAllAreas,,,,,AreaRegistration.RegisterAllAreas();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,12,45,M:System.Web.HttpApplication.#ctor,,,,,HttpApplication
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\PathfinderDb.WebExplorer\PathfinderDb.WebExplorer.csproj,File,src\PathfinderDb.WebExplorer\Global.asax.cs,12,45,T:System.Web.HttpApplication,,,,,HttpApplication
